waves,qe
351.375997885533,22.337883387448144
353.82310320076635,24.089342653592908
358.71083853406356,22.160738508575747
360.8386351093077,23.478410293086874
365.2460147955954,24.71498200369355
366.9657980223143,26.275248572804266
368.6855812490332,27.85135541165215
370.0614078304083,29.40766191332858
371.43723441178344,31.017429325367935
372.81306099315856,32.627196737407296
374.87680086522124,33.969659597632
377.21570605355896,35.45468488549119
378.31636731865905,36.53182322761839
379.69219390003417,37.54560049079693
382.4438470627844,38.667091588188185
386.91528345225356,39.850359737554385
391.0427631963789,40.76513531487564
393.79441635912923,41.988796152071615
395.51419958584813,43.069894561633106
396.89002616722325,44.23019431988041
400.32959262066106,45.515519064267494
406.5208122368491,45.69757930735049
413.3999451437247,45.95678372123136
420.27907805060033,47.00224152388423
427.84612424816356,47.49040983669321
435.41317044572673,47.59409160224556
442.9802166432899,48.63522933133375
450.54726284085314,49.246519740736154
458.1143090384163,50.04357331341984
465.6813552359795,49.71524772250407
471.18466156147997,50.55679805290398
476.68796788698046,50.989669424085044
484.25501408454363,50.41509963998244
491.8220602821068,50.74342523089821
499.38910647967003,49.90101088578536
504.8924128051705,50.23365655026582
508.3296119456647,51.43118094239547
513.9064442261213,51.75907452595478
520.7144184909845,50.3428958193614
528.2814646885477,50.87734751140333
534.4726843047357,50.19292442808454
538.9441206942049,49.037716185109886
544.5873769907865,48.534787620954916
548.2309501184869,49.903386926245936
549.7787550225339,51.08903111607271
554.422169734675,52.53810097384853
559.237562769488,50.93062841870106
564.0529558043008,49.75001819313802
569.5562621298013,51.1460560871265
575.0595684553018,52.31695955630424
582.0086763477182,52.122608716422704
585.7222244609591,50.89894787922674
589.0501392850163,49.649829465667466
593.0599662282931,49.182956067244476
597.4167504026477,50.61382302395777
602.5761000828044,51.91498283267238
607.3914931176173,50.09109412263134
609.1112763443361,48.68131011602368
611.175016216399,47.33488718836469
616.3343658965557,45.641628233126134
622.1816288673999,46.65375558966661
628.0288918382441,47.41902368181772
635.5959380358074,46.686876153662496
641.0992443613079,45.557608923854815
644.1948541694019,44.38859701725206
647.290463977496,43.20057678696471
654.0355651956495,42.777209577625946
657.9531199831531,44.07971175737735
661.392686436591,45.220211178453205
666.8959927620915,45.7957035693596
671.7113857969043,44.174753375800336
674.1190823143108,42.93129220143291
676.5267788317174,41.78683271292276
681.6861285118741,40.683211328734075
687.5333914827183,41.735351836276976
693.3806544535626,42.72742379057386
699.9158307150944,42.125418478554664
704.3872671045635,41.10015701981668
707.4828769126576,40.09984398591473
710.234530075408,38.947464362535996
712.9861832381582,37.711923323037155
715.7378364009085,36.476382283538314
718.8334462090024,35.28360997232981
724.3367525345029,34.234369044526986
731.2158854413785,34.92139580433998
738.0950183482541,35.85850682273064
743.5983246737546,35.13154338285303
746.6939344818487,33.98153979993488
749.445587644599,32.78163936734465
752.1972408073492,31.629259743965925
755.636807260787,30.52836099723298
761.4840702316312,29.51458373405444
769.0511164291945,29.20353843739739
776.6181626267577,29.21649865809143
784.1852088243209,28.78881137518799
791.0643417311965,27.94111694016275
796.2236914113532,26.9326197668966
800.0072145101348,25.8934980721386
803.4467809635726,24.886056916854926
806.8863474170105,23.878615761571254
810.669870515792,22.827349860014756
816.5171334866363,21.811892568227734
824.0841796841995,21.53108778652345
832.683095817794,20.94895787368265
837.1545322072632,19.943892758859555
840.9380553060447,18.846162066074037
844.0336651141388,17.951186825924232
847.1292749222328,16.6953174402627
850.7481305177273,15.758061628197616
855.6455671923035,14.759372473885556
863.9831505440781,13.940718533378451
871.5501967416412,13.551911912557138
879.1172429392044,13.135129754623648
886.6842891367677,12.671231976564684
894.2513353343309,11.881686062090075
901.818381531894,10.82637750059974
909.3854277294572,9.895689652315227
916.9524739270204,8.939906315961672
923.7628155048272,7.957703660089209
930.022826450084,7.214363993169712
937.5898726476472,6.570673032032204
945.1569188452104,6.151625896258118
952.7239650427737,5.7420438609324265
960.2910112403368,5.1850423759928645
967.8580574379,4.550731104942429
975.4251036354632,3.7804229269658762
982.9921498330264,3.2189573660094624
990.5591960305895,2.8307267549967676
998.1262422281527,2.516225399487986
1005.6932884257159,2.3060013500371
1013.2603346232792,2.100961388863851
1020.8273808208423,1.876193091745229
1028.3944270184056,1.5392273537000776
1036.167847203175,1.2872230624270102
1043.5285194135317,1.082739580365434
1051.095565611095,0.8595357795235614
1058.6626118086583,0.7385737197124911
1065.816910031809,0.7264775137313819
1073.7967042037844,0.5839150860969013
1080.8287067308129,0.5638507444298213
352.50987115869566,23.146699103744183
354.99346094400187,23.489830128961586
355.4073925748863,22.689191070120977
355.8213242057706,22.002929019686157
359.54670888372993,22.689191070120977
362.4442302999205,23.03232209533838
364.51388845434235,23.832961154179003
388.1079914147514,40.18887335620873
389.76371793828883,40.074496347802935
403.8373933883573,46.13647779331045
410.46029948250725,45.45021574287564
416.25534231488837,46.479608818527865
422.8782484090383,47.39462488577428
425.77576982522885,47.16587086896268
431.15688102672567,47.623378902585884
433.6404708120318,47.28024787736848
439.435513644413,48.0808869362091
446.8862830003317,49.11028001186131
473.3779073769312,51.16906616316576
480.0008134710811,50.368427104325136
469.23859106808754,49.91091907070193
495.7302154446871,50.368427104325136
